Property reference,Postal District,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15
1472,LS21,72.1,63.93,73.42,73.4,72.19,82.83,88.03,78.76,92.7,85.42,78.37,120.94,89.77,95.86,83.9,97.97,88.26,76.8,79.52,71.39,65.13,58.87,56.37,58.87,50.65,52.55,0.74,0,13.77,8.64,47.52,112.84,26.63,46.77,11.97,3,4,219.97,232.82,218.97,181.95,864.16,186.65,129.26,,,,154.49,149.17,23.34,309.11,193.32,245.38,234.6,281.79,264.4,300.12,276.45,264.72,234.17,291.14,250.2,276.21,246.3,256.27,301.45
1473,HD3,402.23,385.29,315.26,321.41,258.23,336.8,216.74,260.26,322.13,355.48,356.63,411.19,427.65,447.18,414.87,408.6,348.22,295.03,306.94,324.06,316.87,356.39,410,452.97,479.32,348.72,443.02,495.33,374.19,338.61,278.03,220.19,293.6,330.81,310.97,317.03,396.03,436.32,383.16,373.29,371.9,378.14,318.95,352.97,267.6,269.64,336.55,753.78,298.89,327.21,434.94,306.75,351.93,317.22,266.84,284.72,264.27,315.12,317.94,289.42,290.21,285.43,260.71,211.32,251.59,235.94
1474,BD5,148.55,151.61,171.77,171.53,177.52,166.27,162.65,161.87,167.97,173.58,126.03,149.45,142.84,152.96,151.74,195.73,162.1,195.73,172.96,354.63,226.43,136.32,153.33,157.84,188.29,208.31,196.99,167.17,183.65,197.1,178.71,190.71,140.57,128.03,92.03,171.13,89.96,29.54,72.98,113.76,119.9,132.03,108.61,75.98,182.56,126.58,98.64,79.08,92.41,178.46,107.45,161.53,98.77,91.08,128.16,464.92,102.22,97.31,93.78,81.17,67.65,0,0,0,0,0
1475,HD6,344.52,251.64,272,9,0,0,0,265,306.57,267.1,301.53,396.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,WF11,394.13,411.5,428.13,432.8,684.48,240,,,,,,,,,,,,,,,,,466.19,447.84,492.26,504.66,428.24,294.17,626.69,483.45,463.49,593.87,579.04,410.47,475,453.19,432.35,490.39,437.61,266.13,532.35,641.22,996.84,285.5,119.94,17.3,0,0,0,0,0,197.53,456.86,543.69,751.33,360.46,419.79,394.58,404.34,398.9,415.8,412.43,479.91,478.96,488.12,530.79
1477,S70,345.61,287.46,273.35,239.1,222.42,228.27,201.21,217.59,199.37,221.61,262.07,149.71,231.29,197.04,284.65,356.8,394.32,288.6,196.94,195.55,177.83,195.39,207.4,202.74,228.13,202.28,198.68,225.87,244.71,214.56,215.13,229.81,165.63,210.71,254.5,224.84,284.55,260.51,289.28,245.13,270.35,283.79,221.86,217.95,169.47,230.23,239.04,232.29,252.55,245.89,242.42,243.24,206.41,264.69,272.47,205.87,209.7,208.48,261.18,219.16,259.2,259.62,203.66,0,0,
1478,S60,297.9,287.11,308,331,509.87,621.47,599.52,775.03,686.47,417.94,363.47,314.42,270.26,316.54,364.65,578.97,475.26,505.33,1007.09,606.85,488.5,461.16,548,400.48,316.97,274.45,348.38,482.03,607.97,598.15,657.71,709.52,463.63,290.23,274.03,303.35,407.43,348,458.87,628.35,5132.99,3196.14,2338.72,2385.39,440.89,297.38,341.31,358.9,438.76,390.47,414.27,442.51,537.45,381.57,662.92,491.49,446.46,380.55,332.67,316.74,386.68,424.89,362.41,423.57,368.42,667.45
1479,WF5,104.73,103.2,105.31,111.96,129.17,118.34,142.84,164.44,110.36,122.61,126.01,127.82,137.92,121.17,112.99,146.31,141.02,134.28,113.38,144.71,65.7,,,,,,13.32,49.53,138.7,150.42,141.08,131.42,134.28,73.95,117.57,144.63,136.6,135.92,94.87,88.74,116.85,175.26,237.99,198.79,115.32,105.97,163.8,95.98,98.45,102.21,97.28,103.26,113.23,115.74,139.3,121.79,111.57,69.21,101.34,125.91,97.08,97.23,120.97,129.09,124.35,99.56
1480,LS29,215.52,225.46,220.97,231.5,239.74,261.4,273.26,254.26,236.7,229.61,217.17,193.9,210.23,202.96,200.39,240.67,228.19,246.23,243.71,241.42,238.93,235.81,249.47,214.9,193.1,180.38,135.95,113.27,126.74,124.8,124.16,127.97,123.77,117.29,117.77,113.23,103.26,99.14,11.81,50.32,115.08,,130.54,132.27,68.65,,,106.3,110.82,102.12,117.82,119.07,124.4,134.88,133.87,120.98,125.16,108.55,103.62,102.22,91.68,100.03,101.64,111.61,111.37,125.97
1482,HU17,548.13,209.79,274.84,264.23,,343.2,377.55,327.13,221.53,216.61,262.73,534.45,238.32,220.89,301.29,249.63,428.45,365.83,405.19,388.97,256.33,208.42,225.17,315,335.61,184.24,231.23,234.9,277.48,262.94,252.97,251.8,0.4,100.35,4265.79,0.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,LS25,56589.81,569.99,581.03,594.87,344.29,403.65,313.31,202.8,419.29,581.6,533.24,407.67,466.02,209.46,261.82,322.58,523.05,515.81,558.38,494.24,473.39,483.74,475.95,548.51,533.22,449.36,342.6,607.83,563.34,517.47,437.59,517.57,552.88,495.83,513.12,530.02,503.22,439.52,410.98,394.23,417.66,215.7,433.1,368.32,,,,,,,,,,,,,,,,,,,,,,
1486,WF15,499.71,490.04,472.97,529.57,567.03,248.57,0,163.29,485.83,507.94,511.3,520.77,501.77,494.36,501.32,552.8,572.65,569.67,636.81,511.26,562.9,504.9,530.03,566.87,477.48,429.9,405.83,571.87,566.26,552.83,501.71,424.84,487.77,499.77,544.93,583.1,566.81,561.11,572.1,498.38,523.77,500.43,505.89,450.23,475.39,467.16,504.47,491.28,496.51,500.75,512.96,478.44,528.45,503.43,483.74,521.68,529.17,528.47,496.08,466.35,498.51,496.86,508.57,494.64,542.38,528.9
1488,HU6,522.48,537.21,569.68,510.3,608.13,482.4,521.94,496.39,627.23,819.61,476.7,470.81,501.52,468.39,452.9,390.57,313.19,457.93,319.39,0,0,0,0,0.48,0,0,241.94,422.22,482.92,350.43,283.15,234.22,510.6,254.64,187.53,14.97,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1489,BD19,218.55,294.32,283.87,319.84,338.85,302.7,259.83,237.52,222.93,214.26,202.87,261.55,218.13,217.86,241.52,330.1,236.1,262.9,267.94,236.45,233.4,225.68,227.75,231.19,245.69,193.25,236.99,213.47,223.1,298.84,184.16,288.45,278.53,264.83,259.44,277.97,213.1,232.53,293.14,321.11,267.59,343.74,239.71,,,,,,,,,,,,,,,,,,,,,,,
1491,YO11,31279.03,13088.77,309.89,333.1,333.85,314.38,298.35,293.76,317.8,316.52,317.72,320.84,341.18,342.82,332.9,336.67,323.74,321.72,305.68,260.17,102.06,,237.5,242.3,822.09,193.17,98.74,276.78,100.54,0.39,102.42,214.68,211.68,188.15,180.97,167.79,134.39,139.41,136.93,131.07,142.84,132.85,122.2,131.1,122.64,108.49,109.05,112.04,124.64,123.2,127.44,111.48,136.01,114.3,11.85,14.31,3.06,26.33,100.53,98.83,101.73,99.42,74.28,81.48,103.5,84.37
1492,DN14,445,477.32,540.97,427.47,387.94,403.87,483.48,464.65,330.87,394.26,316,363,385.06,338.75,210.58,0,0,0,356.13,481.71,513.57,392.64,410.17,470.23,449.45,463.14,485.67,439.77,433.31,429.69,494.26,491.6,467.8,431.71,458.13,542.61,968.83,1974.43,2057.04,439.23,457.97,458.28,424.28,504.6,3565.07,548.44,5.91,99.67,454.65,458.71,418.62,436.2,413.94,459.03,396.17,389.55,445.71,347.92,384.63,368.48,344.32,295.65,255.01,262.52,304.98,281.58
1493,WF15,400.42,372.93,393.87,366.4,315.94,313.47,381.26,131.1,294.2,338.87,,,,,,,,,0,0,98.9,222.45,277,134.23,219.74,347.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,LS17,705.81,729.18,779.65,893.03,961.42,885.43,838.39,791,826.23,700.68,697.47,728.42,729.81,771.04,762.1,791.57,814.42,880.57,904.58,800.87,825.23,626.87,631.43,615.03,249.29,0.07,439.89,659.33,739.55,731.31,807.35,838.19,810.53,748.06,652.5,623.77,665.89,722.89,710.99,537.06,610.93,503.43,0,0.09,,,,,584.09,236.41,282.92,624.11,861.26,713.67,768.22,646.08,654.39,574.61,544.96,657.78,621.18,688.6,710.35,437.64,682.35,733.1
1495,LS16,533.03,498.18,480.13,474.3,530.26,522.07,492.19,311.29,473.77,424.94,418.83,534.26,507.74,557.14,527.71,535.63,499.97,702.4,303.32,1.1,0,526.16,540.33,591.03,586.84,572.9,524.88,427.83,446.35,422.07,424.32,417.74,469.03,469,606.37,494.87,575.17,560,536.06,559.14,492.18,516.39,396.7,0,0,,4030.88,,,,,,,,,,,,,,,,,,,
1498,BD19,158.9,157.46,366.9,1.37,0,0,0,72.84,231.27,279.81,287.63,244.26,209.06,233.25,176.03,246.18,,344,400.71,564.42,969.73,973.19,1070.83,181.97,140.39,145.38,182.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,LS16,263.45,107.61,188.65,199.93,180.06,236.37,257.84,203.94,181.7,244.9,253.5,417.1,247.84,145.57,0,0.8,0,552.53,619.03,526.29,226.03,217.19,211.07,232.97,185.94,223.62,155.04,250.43,204.58,171.27,275.97,273.29,300.9,286.55,273.97,355.32,241.9,299.43,245.84,180.47,312.65,176.67,206.48,186.5,398.25,360.17,198.57,196.93,183.83,196.52,116.98,215.58,168.79,197.97,229.33,256.65,180.57,176.6,184.35,128.21,156.89,127.64,179.54,187.47,148.62,214.51
1503,LS21,119.97,169.43,195.06,230.97,233.65,288.53,331.87,276.26,139.1,0,0,0,30.68,138.32,205.16,254.8,201.9,266.73,290.29,290.35,188.6,155.58,169.77,259.94,203.91,123.43,241.04,308.13,249.68,241.92,265.89,264.19,300.5,217.23,197.6,196.68,246.68,256.9,206.74,222.45,224.92,260.25,268.91,426.9,,,,366.16,226.6,235.09,258.2,391.86,421.26,402.84,358.32,273.92,246.48,246.16,260.34,223.43,271.36,239.88,248.49,281.03,340.55,320.41
1504,DL10,30.9,27.33,41.56,306.53,325.68,422.27,356.81,218.94,291.4,316.81,297.4,281.55,257.75,270.68,281.96,558.89,326.47,349.65,347.98,405.16,414.21,371.98,380.68,409.54,443.07,483.51,163.79,198.77,400.65,425.54,427.84,487.07,395.37,408,403,385.29,342.7,573.56,443.07,453.95,445.34,428.37,369.52,196.74,370.05,399.08,414.81,424.07,363.83,376.97,386.13,361.65,341.12,315.69,310.01,339.01,321.6,344.99,374.79,374.49,483.94,536.11,465.93,457.59,401.92,386.45
1505,HG2,59.55,147.03,163.16,157.78,146.2,181.07,158.78,154.58,145.56,137.06,156.97,131.1,145.48,133.93,172.39,160.9,173.42,171.6,193.39,163.1,163.17,134.55,194.6,154.16,142.03,117.03,160.52,142.83,287.42,186.94,125.48,141.9,148.53,130.94,127.56,133.32,126.94,131.25,118.9,128.98,144.2,150.45,141.76,162.55,115.63,,,,,,,,,,,,,,,,,,,,,
1507,HU14,276.48,255.68,281.25,14,566.61,680.93,0,0,209.77,340.39,276.97,223.29,282.06,259.39,274.52,345,412.9,369.9,345.71,365.35,203.7,264.77,235.73,233.35,241.06,308,264.08,194.76,424.42,335.1,378.58,388.53,231.77,212.88,266,333.1,255.13,251.93,360.23,444.64,402.09,572.21,543.21,385.35,421.32,194.98,209.88,332.56,149.55,199.25,175.57,205.18,236.93,222.69,229.61,221.02,207.27,185.25,199.44,172.07,182.26,202.31,253.85,331.5,246.85,300.79
1508,HU15,334.81,332,339.13,374.9,385,421.9,425.13,374.87,354.97,3.3,335.85,359.42,341.48,339.46,27.71,401.05,380.45,370.48,400.74,356.55,370.83,321.61,309.9,326.9,354.1,331.48,312.71,338.3,353.74,315.35,349.26,360.58,344.13,327.26,308.17,343.68,341.55,309.64,343.59,367.59,348.21,379.05,365.6,381.98,203.97,0,28.65,332.42,346.7,35.2,145.18,342.21,352.65,360.69,342.64,337.38,327.99,325.19,317.85,290.64,316.39,285.76,313.26,338.88,335.03,283.58
1509,HU13,935.85,1351.64,1556.58,1377.2,1306.81,772.37,824.52,658.87,733.33,733.39,634.73,658.23,555.21,629.89,613.73,623.6,813.58,870.47,755.02,556.92,626.13,797.03,886.47,758.39,736,724.48,943.04,768,,1967.4,1054.03,744.55,1314.11,1403.31,1061.65,594.72,395.67,491.11,636.69,531.64,338.81,476.76,452.33,271.99,522.38,,,481.2,193.09,192.92,207.55,454.59,429.83,396.24,431.32,793.83,932.14,668.81,992.37,477.33,212.46,407.21,962.67,1132.95,460.13,501.52
1510,HU13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,HU17,36470.97,2455.93,365.94,352.45,393.82,381.84,363.68,232.47,403.66,318.99,398.96,399.66,427.15,432.43,450.26,404.05,378.55,406.79,390.85,244,413.42,372.27,431.29,392.13,452.34,392.86,460.04,267.71,414.05,360.22,374.47,377.1,450.56,380.07,410.66,426.6,427.61,394.47,428.57,457.74,455.25,449.91,343.51,310.12,438.78,369.55,457.02,509.17,460.31,443.8,522.02,342.27,391.96,487.29,414.26,405.12,478.29,459.49,492.54,484.72,508.04,382.66,514.33,451.44,462.48,459.99
1514,S65,39.87,62.75,109.68,142.4,102.26,80.03,41.71,93.03,94.37,62.03,82.97,85.9,82.19,81.54,85.61,113.27,109.84,111.63,101.58,94.23,110.6,117.58,44.2,95.68,101.26,106.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,S61,40191.61,44019.29,22153.14,591.32,440.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,S61,233.13,228,229.23,228.03,232.35,283.57,241.77,234.55,184.5,206.16,208,213.13,208.74,234.54,247.58,216.1,265.65,260.77,262.48,274.94,252.3,231.13,201.93,223.74,206.39,214.79,219.42,241.47,250.97,210.25,235.52,207.47,204.43,216.39,226.77,239.32,224.34,265.21,262.39,2371.89,87.94,240.96,265.24,287.93,245.94,257.98,244.47,240.45,206.15,248.46,252.97,267.78,267.33,80.94,181.22,284.08,299.82,217.97,220.94,173.21,212.2,201.44,205.32,219.3,212.52,1514.54
1518,DL10,628.87,613.82,557.48,680.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,S61,362.1,371.82,360.97,398.8,432.97,431.87,417,,486.43,411.1,452.37,419.19,436.29,445.93,495.45,469.07,446.32,431.9,418.9,393.51,213.53,437.16,431.33,435.16,441.35,457.66,464.54,457.44,476.16,434.46,707.9,689.66,2526.37,549.39,933.6,890.9,1190.79,497.46,1090.29,1197.48,2312.01,1378.47,141.18,94.51,339.45,442.16,489.39,459.74,440.71,979.75,8.77,476.85,520.98,452.46,502.5,504.49,387.38,474.9,488.37,483.53,454.91,427.44,488.44,488.91,470.15,480.4
1523,S61,202.74,182.86,220.52,342.8,308.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,WF10,757.13,638.36,585.39,561.93,593.1,537.43,579.32,528.52,538.43,564.1,555.53,547.1,592.55,723.86,611.77,662.87,610.71,614.07,628.45,589.59,613.53,617.64,643.4,656.71,634.87,553,621.04,616.11,657.09,715.29,753.38,851.36,720.3,736.77,828,751.06,727.5,763.29,720.69,744.78,715.99,724.02,753.91,556.61,583.23,596.03,379.71,,661.97,664.33,645.3,622.77,626.44,644.22,504.96,590.31,595.17,685.13,359.19,340.46,481.18,847.97,808.91,879.81,748.25,738.35
1525,WF5,350.84,338.14,255.24,233.06,246.06,387.4,319.42,234.61,220.13,291.19,368.67,471.1,569.03,658.64,424.61,352.47,309.16,295.37,298,334.19,330.83,379.48,11031.07,36854.13,47.87,239.27,369.1,266.76,380.58,198.89,203.69,187.87,198.17,154.84,240.13,210.84,166.52,155.39,167.24,198.11,0,25.83,6085.51,9228.94,9210.83,,,,,,,,,,,,,,,,,,,,,
1526,DN4,508.74,537.25,511.84,493.4,530.1,550.83,494.16,629.45,515.7,489.39,507.33,488.52,488.19,460.86,465.84,530.9,535.55,572.57,639.48,644.29,643.57,504.16,531.7,504.23,539.68,480.21,516.26,459.87,493.71,547.87,532.32,480.4,590.47,334.39,457.3,459.68,481.35,476.71,466.2,470.79,509.75,737.87,910.54,,,493.85,480.9,474.85,476.45,482.5,548.2,512.47,607.62,576.81,613.51,479.58,515.43,486.03,502.8,569.18,517.94,489.79,456.04,505.61,549.52,607.47
1527,DN11,249.03,1121.36,658.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,WF4,92.42,132.36,87.16,206.93,183.65,220.13,181.97,118.77,151.73,126.16,248.57,141.87,185.84,172.18,181.23,168.87,188.87,272.8,182.32,198.23,166.3,204.52,189.33,200.96,187.13,150,213.23,0,413.77,0,138.47,214.64,453.43,458.77,456.5,406.26,405.92,440.39,280.28,500.43,444.48,368.97,465.68,887.83,472.38,467.68,556.09,601.82,525.85,573.56,398.13,435.33,428.66,423.27,551.12,538.95,567.04,461.28,394.05,384.88,408.66,333.64,397.14,394.11,392.43,417.32
1529,WF4,547.16,565.82,540.94,560.77,482,462.93,457.32,174.48,0,89.74,3325.63,926.87,614.48,936.64,841.39,788.43,746.06,783.03,587.55,775.1,3226.9,645.06,598.23,4396.26,7418.58,2336.59,530.48,569.49,457.37,437.65,2691.23,728.05,524.86,545.19,489.52,648.31,683.71,651.08,561.12,794.45,4204.36,1037.28,1024.95,838.31,535.86,890.45,3102.33,512.25,475.43,897.69,543.3,724.74,506.76,468.48,471.86,551.35,542.01,518.1,545.94,471.72,498.16,559.45,530.29,510.27,780.01,498.15
1530,DN9,,,,,321.04,355.43,266.61,422.15,438.13,391.89,414.54,447.87,436.59,372.45,437.77,442.84,483.89,453.54,431.36,407.46,371.74,413.32,433.63,395.49,415.96,377.54,408.38,407.32,4398.02,4132.93,2840.3,443.98,434.21,402.6,409.61,472.74,467.98,313.92,356.81,376.14,285.71,347.54,375.07,324.87,35.91,98.38,293.7,269.54,377.33,404.96,437.74,392.02,383.81,347.25,0,97.59,327.12,391.24,410.79,423.98,390.69,412.59,469.31,431.01,439.26,461.04
1531,DN12,266.94,368.04,296.87,321.97,100.84,0.67,316.81,387.61,254.83,284.39,287.53,245.58,239.52,259.71,345.84,310.43,375.84,245.23,292.61,283.39,288.07,231.35,251.23,241.42,284.39,313.62,301.13,428.13,313.49,248.4,317.94,246.03,304.03,322.65,303.47,318.06,399.14,353.15,329.03,315.15,513.69,311.28,326.79,324.75,344.94,397.39,395.16,360.15,522,340.17,500.08,446.64,461.18,383.66,539.27,6.82,8.86,0,,,,,,,,
1532,DN17,555.68,571.61,509.1,533.5,585.61,533.37,564.26,580.77,545.07,560.65,541.2,627.9,600.35,600.86,549.58,605.77,543.39,544.9,586.81,435.42,0,0,0.47,384.48,468.81,488.28,530.22,539,500.14,583.23,583.8,20.19,0.07,8.97,479.27,537.62,444.16,514.75,574.32,534.4,216.69,,,,,,,,,,,,,,,,,,,,,,,,,
1533,WF5,189.32,0,150.65,132.27,59.52,0.93,0.39,0.39,0.2,0,,,,,,,,,1.69,246.79,164.7,235.16,185.23,334.61,370.58,382.93,347.88,338.79,275.31,268.8,139.51,202.61,273.53,421.81,378.99,465.67,576.12,285.89,267.52,239.82,279.05,229.8,215.65,273.62,356.52,176.6,294.84,354.05,202.53,247.69,208.97,187.89,235.81,194.59,158,172.8,213.24,229.07,142.95,137.73,127.51,133.52,140.77,108.48,162.44,178.42
1534,S60,411.94,295.18,421.35,253.2,381.1,400.37,396.35,296.55,420.87,435.19,468.03,478.32,472.26,469.75,403.03,343.13,355.71,363.63,349.48,246.19,368.6,290.29,365.97,322.3,366.42,332.17,331.85,301.32,339.82,252.51,345.58,3881.24,13796.4,4236.68,385.5,362.87,408.35,391.86,315.25,283.28,378.72,215.04,380.64,299,275.25,303.79,350.1,392.71,420.45,399.7,363.57,345.24,364.33,305.91,330.56,322.95,216.99,329.37,324.96,375.56,402.56,406.38,281.23,369.39,282.34,398.97
1537,YO26,181.9,153.61,145.67,147.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,YO26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,DL8,97.81,174.68,123.81,166.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,HX7,266.71,290.25,208.51,290.83,291.48,289.47,308,276.68,295.37,279.61,261.77,302.42,267.1,293.93,287.13,335.56,,360.7,317.74,291.03,316.67,290.45,298.4,285.9,301,293.07,303.68,280.93,318.35,320.5,297.32,348.48,348.97,327.77,310.83,341.35,296.71,335.5,327.45,326.04,302.19,321.81,305.48,281.15,310.65,301.47,296.25,258.56,298.15,314.64,339.34,314.15,51.99,,272.06,306.45,158.15,239.62,218.04,22.04,121.2,73.4,0.32,7.08,184.14,232.45
1542,WF15,590.62,596.65,668.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,LS21,461.94,215.82,472.45,367.77,479.3,443.76,355.96,389.79,389.29,387.38,406.83,1024.18,428.68,418.11,433.54,424.8,407.06,437.26,443.87,412.96,652.3,375.59,360.23,428.58,436.1,404.04,394.5,405.25,471.83,501.52,514.86,484.73,473,473.65,748.91,499.19,504.93,524.94,536.54,485.91,459.75,417.54,472.88,507.93,432.34,348.47,518.66,527.22,556.92,577.7,494.88,537.87,526.85,527.55,503.33,515.12,472.8,507.98,566.4,540.58,524.5,451.45,467.44,455.19,455.37,389.69
1545,HX6,371.06,408.68,424.03,440.87,549.19,611.03,330.84,423.55,358.87,288.65,286.7,255.68,275.97,365.29,,,,,,283.93,242.87,288.61,261.37,235.52,263.81,233.28,202.31,230.04,241.26,263.22,221.22,243.33,272.43,255.45,234,222.42,235.69,200.93,198.36,220.02,229.18,233.73,279.4,256.27,219.47,,246.79,247.53,220.5,197.81,225.72,275.62,255.8,242.94,255.66,254.21,246.45,268.43,219.03,252.61,261.85,252.48,248.97,251.28,257.95,289.8
1546,HX7,,,,248.38,291.84,349.43,247.39,303.19,294.03,247.42,246.6,230.08,,,,365.9,324.87,309.83,339.71,300.35,339,,231.3,266.93,269.68,35.41,5749.2,2267.53,283.58,301.11,326.08,35.97,260.43,740.81,1079.17,799.32,40.84,206.25,299.3,296.13,260.71,282.39,334.74,281.3,286.95,239.11,241.29,273.86,273.87,244.22,248.79,240.87,264.19,269.7,314.54,246.45,243.3,220.12,228.75,246.83,237.75,232.8,232.03,257.23,250.72,256.55
1547,HX6,452.87,448.18,356.39,357.77,300.21,237.22,252.05,350,,,,,,,,,271.81,230.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,WF4,216.68,188.11,197.52,94.27,206.55,223.33,195.65,167.39,154.3,153.32,153.27,133.32,148.55,139.21,155.61,163.53,142.13,164.03,152.58,114.32,159.23,142.61,153.97,142.81,132.45,148.28,122.56,136.47,143.13,169.98,169.5,152.4,158.23,143.06,168,150.19,150.69,178.82,166.73,149.31,169.29,150.66,152.19,165.66,185.76,180.43,181.43,169.32,180.75,172.32,188.94,169.59,205.11,201.96,202.96,192.28,165.75,93.31,84.75,122.28,95.43,69.62,130.06,94.17,71.16,100
1549,DN11,305.52,322.14,376.71,401.63,402.42,409.87,364.77,328.77,353.57,336.13,377.07,415.19,339.29,354.14,352,357.77,401.61,407.33,365.06,343.97,396.62,670.19,487.33,359.97,374.55,209.31,213.45,7787.16,7575.59,751.62,351.46,537.97,520.71,395.77,547.74,398.47,370.83,332.29,345.17,343.89,363.18,371.88,359.74,359.39,381.99,307.69,340.79,351,400.15,370.8,374.45,392.43,368.62,366.87,365.14,384.85,356.04,368.48,317.76,383.95,399.16,327.25,312.44,362.85,341.71,374.76
1550,WF4,480.68,488.93,621.55,609.93,715.35,559.1,521.55,506.13,569.33,605.52,488.2,447.13,419.87,428.96,419.94,428.1,517.06,614.4,610.23,671.64,86435.53,12842.26,12376.9,696.58,430.45,464.55,470.76,426.63,430.11,424.11,424.91,391.41,420.9,358.06,387.47,393.79,397.43,408.43,383.77,419.34,473.6,561.18,2101.27,2688.15,7.32,53.27,473.85,491.58,80.4,148.49,263.96,516.99,511.45,598.77,623.76,543.34,580.68,543.4,467.1,434.76,659.65,1210.53,524.78,926.21,592.76,639.13
1551,DN9,224.42,222.43,227.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,DN11,468.87,505.71,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,LS17,,238.26,369.97,404.23,367.13,340.2,356.32,343.9,349,347.45,325,390,374.87,369.68,406.32,434.77,402.68,436.97,408.9,64.32,71.11,221.32,169.33,113.84,132.74,192.17,236.38,232,242.03,257.44,277.48,270.76,315.3,271.64,234.8,551.93,203.71,204.57,154.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,LS19,466.13,387.36,338.61,264.62,310.78,300.28,308.63,132.55,316.03,271.68,353.9,357.65,422.52,352.21,369.06,407.23,312.2,339.1,200.52,266.45,328.46,,,,,291.09,323.17,289,408,331.59,283,195.26,288.27,268.42,263.43,325.42,303.74,267.29,298.99,297.81,290.41,309.36,197.94,121.85,0,0,0,10.21,258.63,200.67,302.91,404.91,378.74,282.73,301.13,226.06,231.51,122.23,180.21,276.24,331.05,220.92,227.79,257.72,233.68,362.79
1555,LS20,286.94,296.79,280.9,331.33,370.42,327.03,349.94,367.58,370.87,347.61,315.43,373.71,353.42,338.36,329.52,384.57,358.21,392.4,370.87,362,378.03,340.64,342.57,360.71,319.16,336.52,357.16,196.53,154.13,53.59,40.48,64.45,70.43,204.23,160.13,137.9,137.42,112.46,120.97,135.99,174.87,190.56,192.31,180.8,148.86,228.95,155.22,193.82,211.91,225.48,176.18,202.96,199.45,195.06,179.94,188.67,153.15,161.62,141.15,157.88,151.05,199.64,149.52,186.6,230.14,239.27
1556,S63,256.48,270.04,278.16,282.03,269.19,276.57,264.55,228.29,287.7,250.45,288.63,290.71,282.77,254.25,296.65,252.4,299.58,297.87,,,255.79,252.9,254.45,299.52,307.45,306.66,266.97,274.44,259.26,261.84,256.17,231.34,195.3,245.23,247.13,307.84,282.39,249.18,1.31,155.16,268.26,278.28,249.82,269.79,259.47,246.63,252.87,291.14,258.1,259.78,260.77,241.95,239.84,265.38,207.75,232.81,245.97,243.09,250.53,258.15,258.07,262.67,251.92,245.73,241.18,170.76
